generation;mean_p;mean_t;meanfrs;meanmrs;varp;vart;covpt;varfrs;varmrs;surviving_males;surviving_females;N;
2270;0.00401561;-0.174064;9.92035;10.008;0.00727473;0.00619184;-9.82368e-05;0.790151;101.486;2464;2491;5000;
2280;-0.00061667;-0.176609;9.94031;10.0442;0.00804108;0.00604449;-0.000189723;0.593333;102.893;2452;2498;5000;
2290;0.0038765;-0.169887;9.745;10.0734;0.00846274;0.00549018;-7.16783e-05;2.48499;104.279;2467;2484;5000;
2300;0.00123602;-0.163443;9.99593;9.63472;0.00879845;0.00537002;1.01158e-05;0.0407332;98.0991;2506;2453;5000;
2310;0.0148296;-0.170791;9.89735;10.1621;0.00820405;0.00556957;6.84844e-05;1.01591;104.23;2448;2507;5000;
2320;0.0156625;-0.173713;9.97229;10.1819;0.00823252;0.00534348;-3.64932e-05;0.27635;102.837;2423;2519;5000;
2330;0.0217582;-0.178943;10;10.2566;0.00788222;0.00516497;-0.00013279;0;112.962;2348;2598;5000;
2340;0.0195184;-0.183768;10;10.0198;0.00794145;0.00524001;-4.93486e-05;0;105.698;2401;2532;5000;
2350;0.0159152;-0.184642;10;10.0238;0.00778651;0.00528014;-8.09383e-05;0;100.158;2431;2522;5000;
2360;0.0188865;-0.18512;10;10.3806;0.00786675;0.00506827;0.000143222;0;105.847;2385;2564;5000;
2370;0.0218712;-0.185078;10;9.85827;0.00753868;0.00452189;-8.31085e-05;0;100.925;2429;2504;5000;
2380;0.0197841;-0.18749;10;10.1357;0.00772207;0.00481458;6.53495e-05;0;105.728;2404;2540;5000;
2390;0.0135665;-0.18737;9.71026;9.55467;0.00794495;0.00505758;0.000115077;2.81344;88.2311;2530;2413;5000;
2400;0.0124206;-0.177939;10;10.0199;0.00780133;0.00515978;-0.000165247;0;109.08;2427;2516;5000;
2410;0.0123123;-0.178803;9.72089;9.70305;0.0074816;0.00528893;8.06488e-05;2.71317;99.35;2517;2438;5000;
2420;0.0170101;-0.178019;9.98823;10.3793;0.00666965;0.00542089;-9.08593e-06;0.117601;105.688;2398;2545;5000;
2430;0.0222397;-0.17227;9.68862;9.67134;0.00649344;0.00554751;-3.23802e-05;3.01682;94.882;2510;2427;5000;
2440;0.0230131;-0.174773;9.83347;10.0081;0.00630957;0.00505657;-3.91537e-05;1.63761;98.1436;2462;2480;5000;
2450;0.0148977;-0.169302;10;9.82602;0.00642517;0.00511708;-6.45216e-05;0;103.331;2470;2485;5000;
2460;0.0132196;-0.170873;9.7098;10;0.00620713;0.00564113;0.000173479;2.81775;96.5714;2480;2476;5000;
2470;0.0148692;-0.173655;9.85381;10.1013;0.006008;0.00628149;-2.5171e-05;1.4405;101.367;2449;2494;5000;
2480;0.0189215;-0.172718;9.92823;9.99197;0.00542669;0.00618782;-2.05278e-05;0.712552;104.735;2461;2490;5000;
2490;0.0274925;-0.179556;10;9.91277;0.00543451;0.00584176;-7.64996e-05;0;99.5959;2434;2500;5000;
2500;0.0280956;-0.177429;9.96773;9.80167;0.00536334;0.00540311;-0.000103837;0.321669;97.9377;2479;2471;5000;
2510;0.0280961;-0.185985;9.97988;9.86083;0.00504827;0.00626789;8.55607e-05;0.200802;102.525;2458;2480;5000;
2520;0.0214761;-0.192833;10;9.74882;0.00548378;0.00611525;5.85647e-05;0;100.8;2470;2484;5000;
2530;0.0154853;-0.200012;9.83458;10.1463;0.00524939;0.00563009;-5.19141e-05;1.62683;101.726;2441;2497;5000;
2540;0.0217711;-0.193804;9.89461;10.3979;0.00513713;0.00578713;0.000121743;1.04276;101.852;2402;2535;5000;
2550;0.0162528;-0.187725;9.80266;9.67024;0.00496128;0.00576759;-0.000234736;1.93448;94.0112;2511;2434;5000;
2560;0.0127658;-0.183973;9.88119;10.0808;0.00471128;0.00594117;0.000110656;1.174;100.115;2454;2495;5000;
2570;0.007023;-0.181558;10;10.3686;0.00492472;0.00649164;-3.21497e-05;0;110.071;2388;2560;5000;
2580;0.0038619;-0.183807;9.81132;9.74093;0.00459657;0.00655691;3.42801e-05;1.85119;98.1792;2495;2444;5000;
2590;0.00115271;-0.176954;10;9.83393;0.00492177;0.00752861;0.000220675;0;106.418;2462;2487;5000;
2600;0.00442697;-0.173703;10;9.98002;0.0047618;0.00776841;-5.98589e-05;0;95.4451;2444;2498;5000;
2610;0.000219457;-0.173086;9.79806;9.61173;0.00556126;0.00782381;-6.81438e-05;1.97861;96.9174;2521;2426;5000;
2620;-0.00230567;-0.176716;9.77866;9.94737;0.00529102;0.00766031;-4.97478e-05;2.16445;105.949;2482;2474;5000;
2630;-0.00436574;-0.177298;10;10.2039;0.00535128;0.00757631;-4.22145e-05;0;108.275;2402;2552;5000;
2640;-0.00757338;-0.176186;9.47244;9.48374;0.00536114;0.00746277;6.23035e-05;4.99727;95.14;2544;2406;5000;
2650;-0.00161661;-0.17671;9.75946;10.0446;0.00576032;0.0073354;8.88318e-05;2.34751;99.9574;2463;2475;5000;
2660;-0.00660269;-0.188044;10;10.0594;0.00602219;0.00754055;2.27955e-05;0;108.076;2413;2540;5000;
2670;-0.00464949;-0.178668;9.90028;9.95588;0.00673526;0.0078554;6.0222e-05;0.987264;99.1958;2465;2482;5000;
2680;-0.00716885;-0.180366;9.93227;10.012;0.00659876;0.00863481;-5.82923e-05;0.672704;99.7187;2442;2493;5000;
2690;-0.00447546;-0.175206;9.97201;9.97999;0.00638226;0.00907523;4.97004e-05;0.279105;103.521;2456;2494;5000;
2700;-0.00391553;-0.168561;9.88804;9.89596;0.00719293;0.00818075;-2.47041e-05;1.10702;95.5474;2468;2473;5000;
2710;-0.00407269;-0.17003;9.43646;9.63329;0.00682637;0.00797078;-5.39732e-05;5.31786;93.4378;2521;2428;5000;
2720;-0.00609236;-0.171081;9.55797;9.95869;0.00655783;0.0083144;-0.000150164;4.22493;102.022;2476;2465;5000;
2730;-0.00681383;-0.166021;10;9.98814;0.00655348;0.00794751;-9.15222e-05;0;104.466;2430;2527;5000;
2740;-0.00962277;-0.166162;9.89139;9.78123;0.00705314;0.00786036;0.000238349;1.07429;99.3555;2489;2459;5000;
2750;-0.012527;-0.166912;9.8464;10.1585;0.00745214;0.00788441;0.000281911;1.51244;108.671;2439;2500;5000;
2760;-0.0110329;-0.164073;10;10.0119;0.00752173;0.00776643;-5.47114e-05;0;108.604;2432;2525;5000;
2770;-0.014219;-0.168378;10;9.75781;0.00719317;0.00774784;-5.99296e-05;0;97.832;2459;2498;5000;
2780;-0.00875488;-0.160329;9.80266;9.65038;0.00679732;0.0073722;-7.34061e-05;1.93448;95.6267;2523;2434;5000;
2790;-0.00226577;-0.156692;9.7336;9.7505;0.00728655;0.00780078;3.0814e-05;2.59305;97.805;2510;2448;5000;
2800;-0.00477232;-0.154761;10;10.1642;0.00678773;0.00796272;-6.82539e-05;0;105.42;2425;2538;5000;
2810;-0.00710439;-0.148701;10;10.016;0.00745557;0.00751343;-1.18207e-05;0;102.48;2447;2504;5000;
2820;-0.00125165;-0.143227;10;9.80315;0.00749161;0.006774;0.000162393;0;98.229;2461;2490;5000;
2830;-0.000403207;-0.13437;10;10.0599;0.00738955;0.00627813;-9.58635e-05;0;107.022;2439;2520;5000;
2840;-0.00373517;-0.131559;9.8332;9.92748;0.00670562;0.00612014;3.63419e-06;1.64017;97.6579;2490;2476;5000;
2850;-0.00600264;-0.134249;9.88547;10.1418;0.00621787;0.00646363;2.99777e-05;1.13222;103.748;2454;2503;5000;
2860;-0.00757734;-0.130753;10;9.93275;0.00627834;0.00655691;-6.58872e-05;0;106.206;2456;2511;5000;
2870;-0.00954716;-0.134949;10;9.80492;0.00629328;0.00604887;-0.000135183;0;104.371;2447;2513;5000;
2880;-0.00889555;-0.135537;10;9.81481;0.00608629;0.00635616;0.000141127;0;102.29;2467;2491;5000;
2890;-0.0132952;-0.131607;9.68304;9.70517;0.00608887;0.00607534;-0.000180214;3.06911;100.034;2523;2444;5000;
2900;-0.0179147;-0.123577;10;10.02;0.00629558;0.00586578;0.000153996;0;103.152;2452;2511;5000;
2910;-0.0145286;-0.122197;10;10.0198;0.00612132;0.00546258;-0.00013828;0;103.245;2437;2532;5000;
2920;-0.00400902;-0.125862;9.8976;10.2113;0.00622736;0.00558815;-0.000193358;1.01354;102.109;2447;2513;5000;
2930;-0.00698056;-0.121091;10;9.85075;0.00644824;0.0053332;1.12846e-05;0;100.449;2466;2508;5000;
2940;-0.0202142;-0.125494;9.95285;10.3177;0.00635044;0.00536734;8.86876e-06;0.46929;100.754;2430;2533;5000;
2950;-0.0193817;-0.123786;9.78365;9.68051;0.0056371;0.00543575;-1.84005e-05;2.11666;102.534;2524;2442;5000;
2960;-0.0186162;-0.128769;9.67548;9.41294;0.006425;0.0057704;7.1151e-05;3.13988;91.6282;2561;2415;5000;
2970;-0.0195536;-0.13786;10;10.0515;0.00675924;0.00674963;-0.000263243;0;103.324;2429;2538;5000;
2980;-0.0108024;-0.139274;9.92454;10.0685;0.00657338;0.00654303;0.00015103;0.748873;105.999;2463;2499;5000;
2990;-0.0124637;-0.132073;9.8096;9.93546;0.00678207;0.00622143;0.000234385;1.86775;99.1487;2488;2473;5000;
3000;-0.0171126;-0.132225;10;9.50584;0.0068698;0.00629738;0.000100994;0;102.441;2508;2443;5000;
3010;-0.0181564;-0.140625;9.87449;9.64032;0.00642192;0.00627574;3.37038e-05;1.23931;90.7402;2520;2439;5000;
3020;-0.0167842;-0.142057;10;10.0913;0.00612824;0.00606891;-2.68032e-05;0;103.882;2425;2542;5000;
3030;-0.0117638;-0.148065;9.90431;9.9679;0.00678868;0.00574218;5.24043e-05;0.94778;99.1161;2462;2484;5000;
3040;-0.0194671;-0.153591;9.68273;9.96731;0.00676976;0.0058407;-0.000114433;3.07208;96.607;2482;2472;5000;
3050;-0.0206959;-0.156122;10;9.91239;0.00686739;0.00600683;1.99335e-05;0;100.271;2461;2489;5000;
3060;-0.0231114;-0.162366;9.78749;9.72067;0.00633865;0.00660148;6.04614e-05;2.07994;98.5652;2515;2441;5000;
3070;-0.0205108;-0.165647;9.82272;9.68229;0.0062201;0.00655853;-3.78441e-06;1.74134;96.0071;2512;2438;5000;
3080;-0.0230291;-0.162303;10;9.7115;0.00629402;0.00664529;-8.32247e-05;0;101.047;2471;2491;5000;
3090;-0.0236731;-0.16359;10;9.7915;0.00590665;0.00665136;0.000120939;0;107.077;2464;2489;5000;
3100;-0.0314654;-0.161392;10;9.66692;0.00563558;0.00586331;5.11767e-05;0;95.7063;2449;2496;5000;
3110;-0.0234226;-0.16315;9.68235;10.0082;0.00646641;0.00601899;7.19199e-05;3.07557;101.388;2471;2469;5000;
3120;-0.0263219;-0.164603;9.8391;9.72951;0.00622421;0.00610483;4.62573e-05;1.58312;102.711;2491;2446;5000;
3130;-0.0221313;-0.170118;10;10.115;0.00645839;0.00620477;0.000169532;0;107.481;2402;2551;5000;
3140;-0.0260757;-0.169204;9.63918;9.68927;0.00661838;0.00620815;8.56819e-05;3.47805;96.3925;2518;2431;5000;
3150;-0.0296158;-0.161705;9.93574;9.85657;0.00627779;0.00584772;0.000136121;0.638441;101.175;2473;2474;5000;
3160;-0.0291075;-0.158618;10;9.78707;0.00570506;0.00566351;-0.000261401;0;100.507;2469;2482;5000;
3170;-0.0314976;-0.155511;9.89567;9.83254;0.00566525;0.00576431;5.59819e-05;1.03245;99.1745;2480;2466;5000;
3180;-0.0349362;-0.151279;10;10.2216;0.00604035;0.0063507;1.18185e-05;0;106.196;2424;2537;5000;
3190;-0.0317346;-0.152412;10;9.87292;0.00581367;0.00562639;-0.000110288;0;100.222;2467;2486;5000;
3200;-0.0242912;-0.162152;9.924;9.924;0.00576494;0.00597251;8.77147e-06;0.754224;101.554;2470;2481;5000;
3210;-0.0250131;-0.16917;9.93569;9.84076;0.00637267;0.00568591;-1.02955e-05;0.638951;97.1084;2469;2472;5000;
3220;-0.0268891;-0.173398;9.67981;10.0451;0.00630503;0.00657945;0.000226939;3.09935;100.736;2466;2479;5000;
3230;-0.0230335;-0.174078;10;9.97219;0.00640486;0.00592478;5.1649e-05;0;102.304;2440;2510;5000;
3240;-0.016694;-0.170287;9.87961;9.81659;0.00644414;0.00590793;-3.56458e-05;1.18936;97.8132;2481;2462;5000;
3250;-0.0156389;-0.165131;9.89621;9.93587;0.00675139;0.00523072;-0.000113413;1.02715;97.2304;2463;2479;5000;
3260;-0.0176184;-0.165094;10;9.98028;0.00683182;0.00546341;-5.61213e-05;0;102.919;2409;2530;5000;
3270;-0.0235029;-0.172824;9.78026;9.80376;0.00667469;0.00582517;8.87618e-06;2.14908;98.1193;2497;2448;5000;
3280;-0.0336877;-0.171385;10;10.0519;0.00642207;0.00565376;6.73704e-05;0;101.793;2437;2519;5000;
3290;-0.0283093;-0.167483;10;9.85427;0.00700605;0.00615455;6.55302e-05;0;101.948;2438;2502;5000;
3300;-0.0315293;-0.167413;10;9.93224;0.00695979;0.00631016;-0.00013581;0;101.51;2463;2492;5000;
3310;-0.0261712;-0.170615;10;9.76908;0.00669825;0.00747603;0.00015242;0;103.313;2453;2496;5000;
3320;-0.0265698;-0.166156;10;9.9446;0.00666437;0.00709035;-4.13138e-06;0;98.137;2428;2513;5000;
3330;-0.0272365;-0.16486;9.94787;9.90024;0.00700708;0.00709811;7.94694e-05;0.518534;100.11;2469;2481;5000;
3340;-0.0292252;-0.168281;10;9.90056;0.00653744;0.00662499;4.32177e-05;0;98.4388;2448;2489;5000;
3350;-0.0276262;-0.161396;10;10;0.00701399;0.00709374;-0.000116818;0;101.378;2417;2539;5000;
3360;-0.0295188;-0.164806;9.6202;9.84056;0.00653499;0.00730949;0.000115936;3.65372;98.8707;2501;2457;5000;
3370;-0.032116;-0.168205;10;9.85364;0.00651225;0.00719478;0.000115031;0;103.024;2469;2491;5000;
3380;-0.0372064;-0.175829;9.67859;9.51812;0.00647251;0.00797254;0.000171358;3.11084;95.4667;2537;2409;5000;
3390;-0.0371075;-0.172035;10;9.87297;0.00685405;0.00834013;1.28371e-05;0;97.1653;2456;2487;5000;
3400;-0.0352775;-0.173912;10;10.16;0.00644773;0.00775959;0.000138589;0;104.774;2406;2540;5000;
3410;-0.0334412;-0.167495;9.69023;9.73409;0.00668695;0.00731076;-6.04099e-05;3.00174;92.9994;2505;2440;5000;
3420;-0.0296224;-0.163247;9.90756;9.8129;0.00681169;0.00673326;-2.55053e-05;0.915891;99.2086;2491;2465;5000;
3430;-0.0320265;-0.168401;10;10.0481;0.00666211;0.00744118;-5.92595e-05;0;100.358;2437;2509;5000;
3440;-0.0328559;-0.16248;10;10.0991;0.00606837;0.00710504;4.55267e-05;0;99.5938;2407;2548;5000;
3450;-0.0372984;-0.162877;10;9.89264;0.00574995;0.00753578;4.48594e-05;0;96.8871;2462;2488;5000;
3460;-0.0338839;-0.17425;10;10.0634;0.00545173;0.00822049;-8.58656e-05;0;108.755;2400;2539;5000;
3470;-0.0348906;-0.167141;10;9.81904;0.00592669;0.00720528;0.000227113;0;100.675;2463;2496;5000;
3480;-0.0292002;-0.165309;10;10.0987;0.00654498;0.00745454;8.86787e-05;0;108.159;2394;2559;5000;
3490;-0.031552;-0.162704;9.79406;9.97576;0.00655591;0.00736833;7.31054e-05;2.01699;100.363;2479;2473;5000;
3500;-0.0303009;-0.168579;9.93998;9.93203;0.00653401;0.00665497;-6.13351e-05;0.596637;96.8766;2462;2484;5000;
3510;-0.0293631;-0.16249;10;9.80671;0.00617545;0.00648821;-3.10254e-05;0;106.748;2473;2486;5000;
3520;-0.0243227;-0.16184;9.87747;10.1174;0.00559477;0.00596122;-0.000119568;1.21028;107.314;2459;2499;5000;
3530;-0.0235117;-0.160852;10;9.85804;0.00578451;0.00618208;-0.000187822;0;100.374;2449;2500;5000;
3540;-0.0240816;-0.154771;9.86106;10.0121;0.00551042;0.00566288;-0.000126557;1.37013;102.499;2474;2484;5000;
3550;-0.0261417;-0.158268;10;9.79552;0.00489019;0.00597677;-3.81641e-05;0;101.099;2474;2491;5000;
3560;-0.0302682;-0.153483;9.7477;9.69636;0.00522779;0.00566212;9.39649e-05;2.45937;100.267;2513;2434;5000;
3570;-0.0306278;-0.159407;9.93178;9.86842;0.00532949;0.00594391;-6.80455e-05;0.677529;99.4643;2475;2475;5000;
3580;-0.0279534;-0.158654;9.81967;9.35938;0.00587713;0.00581337;-7.81336e-05;1.77076;90.1365;2548;2396;5000;
3590;-0.0226816;-0.157281;9.97176;9.80563;0.00639363;0.00593768;6.98596e-05;0.281575;96.3129;2487;2472;5000;
3600;-0.022508;-0.148808;10;9.8249;0.0061781;0.00598603;0.000180775;0;96.195;2443;2525;5000;
3610;-0.0246472;-0.146099;9.72613;10.0491;0.00632966;0.0060412;0.000239228;2.66365;105.399;2474;2486;5000;
3620;-0.0259533;-0.145485;10;9.83353;0.00639159;0.00650891;-0.000113523;0;103.183;2479;2481;5000;
3630;-0.0248324;-0.146952;9.88963;10.1868;0.00648379;0.00692124;0.000245;1.09148;100.493;2453;2509;5000;
3640;-0.0309881;-0.144527;9.96367;9.78201;0.00644133;0.00695836;-2.707e-06;0.362023;99.4769;2506;2468;5000;
3650;-0.0311411;-0.142854;9.92079;10.1212;0.00538178;0.00661237;-0.000112542;0.785805;102.127;2449;2505;5000;
3660;-0.0298674;-0.139404;9.97165;9.72738;0.00540644;0.0078202;1.94236e-06;0.282712;95.7376;2508;2462;5000;
3670;-0.0302644;-0.131191;10;9.8265;0.00549445;0.00636198;-0.000346053;0;103.44;2464;2492;5000;
3680;-0.0298205;-0.135653;9.7154;10.0246;0.00538762;0.00607157;2.3347e-05;2.76501;97.9871;2479;2492;5000;
3690;-0.0238328;-0.135108;10;9.84658;0.00575337;0.005968;2.34353e-06;0;98.7569;2466;2503;5000;
3700;-0.0261563;-0.139022;9.878;10.183;0.00541723;0.00575813;4.79975e-05;1.20511;99.3972;2464;2510;5000;
3710;-0.0236487;-0.142748;9.73176;9.86207;0.00575041;0.00571935;1.01536e-05;2.61049;100.103;2493;2467;5000;
3720;-0.0264094;-0.143262;10;10.2501;0.00565654;0.00608474;-5.29776e-05;0;108.449;2415;2541;5000;
3730;-0.0257958;-0.144099;10;10.1343;0.00650228;0.00590036;5.60289e-05;0;108.592;2398;2566;5000;
3740;-0.0195301;-0.14331;9.9405;10.1089;0.00678599;0.00637724;5.82268e-05;0.591462;99.9881;2459;2506;5000;
3750;-0.015911;-0.143951;9.64697;9.62888;0.00662097;0.00663356;-9.51764e-05;3.40571;99.2572;2532;2432;5000;
3760;-0.0179946;-0.146706;10;10.0545;0.00642034;0.00676087;0.000167432;0;106.498;2376;2583;5000;
3770;-0.0170064;-0.143593;9.58568;9.31185;0.00675426;0.00660825;0.000164582;3.97154;92.0086;2569;2383;5000;
3780;-0.0164163;-0.142424;10;10.0596;0.00681954;0.00644784;0.000196867;0;107.264;2433;2533;5000;
3790;-0.0142983;-0.139266;10;9.73207;0.00728214;0.00641512;-1.92158e-05;0;99.8494;2489;2470;5000;
3800;-0.0103882;-0.138099;10;10.004;0.0079209;0.00588056;3.64574e-05;0;101.193;2445;2516;5000;
3810;-0.000938394;-0.133082;10;9.65598;0.00805681;0.00567757;-1.2582e-06;0;107.544;2483;2470;5000;
3820;-0.00466903;-0.134022;9.88862;10;0.00750759;0.00539681;-9.69995e-05;1.10136;103.057;2468;2486;5000;
3830;0.00283073;-0.140616;9.94055;10.1252;0.00792207;0.00542008;-0.000163798;0.590996;102.649;2460;2508;5000;
3840;0.00761124;-0.145274;9.84133;10.0081;0.0081485;0.00544172;-7.59891e-05;1.5615;97.3779;2477;2481;5000;
3850;0.0092186;-0.142613;9.75736;9.77474;0.0085489;0.00491909;-7.80682e-05;2.36754;96.9726;2508;2453;5000;
3860;0.00579136;-0.149601;9.60699;9.52035;0.00776795;0.00499;0.000107241;3.77567;94.3689;2538;2420;5000;
3870;0.00600898;-0.15718;9.75668;9.7513;0.00861887;0.00520888;-0.00010852;2.37398;100.54;2511;2446;5000;
3880;0.00750825;-0.155275;10;9.67188;0.00829367;0.00501023;0.000222111;0;101.142;2469;2476;5000;
3890;0.0143712;-0.156575;9.92496;10.1823;0.00845811;0.00480934;-5.41578e-05;0.744764;101.628;2447;2513;5000;
3900;0.00716902;-0.153608;9.88409;9.89992;0.00776833;0.0048145;-0.000187454;1.14564;96.1869;2481;2473;5000;
3910;0.00946194;-0.156087;10;9.84567;0.00718579;0.00458856;4.12291e-05;0;103.538;2460;2488;5000;
3920;0.00884158;-0.162293;9.96388;9.90032;0.00723222;0.00470959;9.27778e-05;0.359851;95.7237;2467;2483;5000;
3930;0.00776029;-0.165932;10;10.0197;0.00669955;0.00508073;-7.05629e-07;0;103.594;2411;2537;5000;
3940;0.00757308;-0.162483;9.74553;9.7666;0.00643442;0.00538921;-9.08541e-05;2.47998;101.515;2505;2451;5000;
3950;0.00571664;-0.158411;10;10.0118;0.00687519;0.00572157;6.40499e-05;0;105.755;2424;2540;5000;
3960;0.00714355;-0.157808;10;10.008;0.00657187;0.00569879;8.93741e-05;0;99.7198;2450;2501;5000;
3970;0.00231636;-0.157518;9.95305;10.4092;0.00654249;0.00561087;0.000126702;0.467279;104.333;2405;2544;5000;
3980;0.000370479;-0.162794;9.90223;10.3643;0.00625465;0.00554935;-2.46766e-05;0.968149;104.206;2425;2532;5000;
3990;-0.00162475;-0.17301;10;10.0957;0.00590897;0.00626308;-6.67925e-05;0;106.408;2415;2533;5000;
4000;-0.00547098;-0.171225;10;9.8453;0.00558291;0.00645671;-5.83958e-06;0;98.0721;2467;2482;5000;
4010;-0.00226445;-0.170558;9.76115;9.78296;0.00535483;0.00587886;-0.000129015;2.33148;97.8629;2502;2452;5000;
4020;0.0080697;-0.171739;10;9.80307;0.00651163;0.00559695;-0.000145228;0;98.5827;2452;2489;5000;
4030;0.0055339;-0.175913;9.86894;10.0121;0.00577633;0.00604048;-8.80271e-05;1.29339;103.263;2447;2485;5000;
4040;0.013597;-0.176946;10;9.71037;0.00567148;0.00536795;-2.57729e-05;0;99.0942;2471;2481;5000;
4050;0.015571;-0.178456;10;9.65504;0.00523893;0.00497586;4.17996e-05;0;100.626;2487;2463;5000;
4060;0.0177453;-0.181411;9.84289;10.2119;0.00569144;0.00496787;-0.000209833;1.54641;97.4286;2440;2506;5000;
4070;0.0182631;-0.181279;9.80663;10.077;0.00590509;0.0048971;-3.70026e-05;1.89631;101.17;2463;2485;5000;
4080;0.0165795;-0.18311;10;9.75246;0.00601617;0.00541353;-0.000163933;0;103.239;2473;2482;5000;
4090;0.0226015;-0.172218;10;10.1407;0.00569117;0.00523579;-0.000141429;0;104.644;2417;2522;5000;
4100;0.0229183;-0.175484;10;9.81323;0.00587011;0.00548092;-0.000122837;0;105.724;2429;2522;5000;
4110;0.0204542;-0.178221;9.98811;10.1736;0.0058578;0.00574252;0.000112716;0.118765;104.411;2425;2520;5000;
4120;0.0159803;-0.175782;10;9.94815;0.00664225;0.00567716;-0.000136862;0;104.704;2448;2494;5000;
4130;0.0149295;-0.169947;9.72365;9.91488;0.00576526;0.00553166;5.57472e-05;2.68715;96.831;2483;2463;5000;
4140;0.0132579;-0.168867;9.81761;9.99193;0.00574702;0.00580579;8.87032e-05;1.79068;99.6771;2466;2476;5000;
4150;0.0136689;-0.16944;10;9.94083;0.00624521;0.00533544;-0.000257923;0;105.914;2428;2520;5000;
4160;0.00305746;-0.168472;9.94866;10.2066;0.00640124;0.00505705;-0.000101766;0.510792;103.482;2438;2519;5000;
4170;0.00496263;-0.173352;10;10.2429;0.0059658;0.00557826;-0.000102392;0;96.5402;2433;2530;5000;
4180;5.43958e-05;-0.17931;10;9.75542;0.00641081;0.0053286;-8.14931e-05;0;98.0072;2472;2473;5000;
4190;-0.00392803;-0.182089;9.63244;9.48738;0.00626846;0.00522392;-0.000215608;3.54049;98.4156;2541;2411;5000;
4200;-0.00290156;-0.181214;10;9.76825;0.00576251;0.00548796;-0.00013553;0;110.877;2422;2529;5000;
4210;-0.00245011;-0.181005;9.9682;10.0966;0.00567215;0.00566617;-9.25817e-05;0.316954;103.453;2445;2508;5000;
4220;-0.00170709;-0.180338;9.91706;10.1742;0.0059294;0.00607816;-4.74478e-05;0.822505;105.845;2443;2511;5000;
4230;-0.0044146;-0.182374;9.87937;9.77716;0.00611469;0.00663773;-9.72481e-05;1.19172;94.1803;2491;2457;5000;
4240;-0.001501;-0.176895;9.70254;9.96728;0.00533116;0.00626398;0.000137028;2.88608;99.7944;2486;2479;5000;
4250;0.00692923;-0.170049;10;10.0319;0.0055043;0.00612992;-1.10966e-05;0;103.312;2434;2513;5000;
4260;0.00111832;-0.170273;9.93623;10.008;0.00588383;0.00650649;-0.00014832;0.633638;106.543;2452;2493;5000;
4270;0.00090052;-0.166473;10;10.0721;0.00583805;0.00630204;7.47812e-05;0;100.476;2420;2514;5000;
4280;-0.000603913;-0.169031;9.74194;9.51587;0.00560573;0.00670558;5.39577e-06;2.51405;93.5751;2538;2416;5000;
4290;0.00220752;-0.170047;9.89883;10.4691;0.00568422;0.00652593;-0.000230524;1.00144;106.035;2408;2544;5000;
4300;0.00235529;-0.167883;10;10.1728;0.00632782;0.00728312;-0.000223363;0;102.059;2422;2532;5000;
4310;0.0106053;-0.167426;9.68044;10.037;0.00635861;0.00753642;-7.98238e-05;3.09351;98.5607;2473;2484;5000;
4320;0.0130543;-0.162544;10;9.89341;0.00570052;0.00675936;-0.000114732;0;102.831;2451;2506;5000;
4330;0.00941313;-0.155276;9.9565;10.1902;0.00577381;0.00684945;5.84487e-05;0.433063;107.734;2447;2518;5000;
4340;0.00935906;-0.150333;9.73903;9.8624;0.00547319;0.00655151;9.54301e-05;2.54162;106.416;2495;2463;5000;
4350;0.00947479;-0.148109;10;10.3913;0.00555522;0.00705571;-7.49957e-05;0;110.9;2384;2576;5000;
4360;0.00970643;-0.14674;9.8093;9.88723;0.00532599;0.00692973;-5.63714e-05;1.87066;95.3558;2495;2469;5000;
4370;0.0126457;-0.14715;9.86328;10.3484;0.00509026;0.00642661;-7.00122e-05;1.3485;103.28;2436;2525;5000;
4380;0.00894046;-0.146259;9.73413;9.80242;0.00472051;0.00610203;-2.86914e-05;2.58804;101.856;2504;2453;5000;
